id;Domisili;Apakah Anda Mahasiswa / Fresh Graduate;Kemampuan Karyawan ;Target Masuk Perusahaan ;Mengetahui Perusahaan ini Dari Mana?;Provinsi;Mahasiswa/Fresh Graduate;Bukan Mahasiswa;Excel;SQL;Python;Power BI;Looker Studio;Databases;Tableau;Cari Kerja;Upskill;Networking;Switch Career;Jumlah Skill;Jumlah Motivasi;Competency Level;Motivation;Skill
387;Aceh Utara ;Ya;Excel, SQL, Python, Power BI, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Aceh;1;0;1;1;1;1;0;1;1;1;1;1;0;6;3;High-Potential Talent;;
388;Banjarmasin;Tidak;Python;Upskill, Networking;LinkedIn;Kalimantan Selatan;0;1;0;0;1;0;0;0;0;0;1;1;0;1;2;Emerging Talent;;
389;Surabaya;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Timur;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
390;Banyuwangi;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Upskill, Networking, Switch Career;LinkedIn;Jawa Timur;0;1;1;1;1;1;1;1;1;0;1;1;1;7;3;High-Potential Talent;;
391;Jakarta Selatan;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jakarta;0;1;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
392;Jakarta Selatan;Tidak;SQL, Python, Power BI, Databases;Cari Kerja, Upskill, Networking;LinkedIn;Jakarta;0;1;0;1;1;1;0;1;0;1;1;1;0;4;3;Job-Ready Talent;;
393;Bogor;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;Teman;Jawa Barat;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
394;Bogor;Ya;Python, Power BI, Databases, Tableau;Cari Kerja, Upskill, Networking;Teman;Jawa Barat;1;0;0;0;1;1;0;1;1;1;1;1;0;4;3;Job-Ready Talent;;
395;Tegal;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Tengah;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
396;Bekasi;Tidak;SQL, Python, Databases;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Barat;0;1;0;1;1;0;0;1;0;1;1;1;0;3;3;Job-Ready Talent;;
397;Bantul;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, Tools Data Engineer;Upskill, Networking;LinkedIn;DI Yogyakarta;1;0;1;1;1;1;1;1;1;0;1;1;0;7;2;High-Potential Talent;;
398;Makassar;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Upskill, Networking;LinkedIn;Sulawesi Selatan;0;1;1;1;1;1;1;1;1;0;1;1;0;7;2;High-Potential Talent;;
399;Semarang;Ya;SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Tengah;1;0;0;1;1;1;1;1;1;1;1;1;0;6;3;High-Potential Talent;;
400;Jakarta selatan;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jakarta;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
401;Depok;Tidak;Excel, Yg relevan untuk project;Upskill;Teman;Jawa Barat;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;Emerging Talent;;
402;Jakarta Utara;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jakarta;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
403;Depok;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Barat;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
404;Purbalingga;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Switch Career;LinkedIn;Jawa Tengah;0;1;1;1;1;1;1;1;1;0;0;0;1;7;1;High-Potential Talent;;
405;Tegal;Ya;Excel, SQL, Python, Databases;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Tengah;1;0;1;1;1;0;0;1;0;1;1;1;0;4;3;Job-Ready Talent;;
406;Bekasi;Tidak;Excel, SQL, Python;Upskill, Networking;LinkedIn;Jawa Barat;0;1;1;1;1;0;0;0;0;0;1;1;0;3;2;Job-Ready Talent;;
407;Jakarta Selatan;Tidak;Excel, SQL, Python, Power BI, Databases, Tableau, Azure, AWS, Fabric;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jakarta;0;1;1;1;1;1;0;1;1;1;1;1;1;6;4;High-Potential Talent;;
408;Jakarta Selatan;Ya;Excel, Python, Databases;Cari Kerja, Upskill, Networking;LinkedIn;Jakarta;1;0;1;0;1;0;0;1;0;1;1;1;0;3;3;Job-Ready Talent;;
409;Kalimantan Selatan ;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;Instagram;Kalimantan Selatan;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
410;Palembang;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Sumatera Selatan;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
411;Musi Banyuasin;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Sumatera Selatan;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
412;Musi Banyuasin;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Sumatera Selatan;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
413;Makassar;Tidak;SQL, Power BI, Databases, Tableau;Upskill, Networking, Switch Career;LinkedIn;Sulawesi Selatan;0;1;0;1;0;1;0;1;1;0;1;1;1;4;3;Job-Ready Talent;;
414;Karawang;Ya;Excel, SQL, Python, Power BI, Looker Studio, Tableau;Cari Kerja, Upskill;LinkedIn;Jawa Barat;1;0;1;1;1;1;1;0;1;1;1;0;0;6;2;High-Potential Talent;;
415;Medan;Ya;Python, Tableau;Upskill, Networking;LinkedIn;Sumatera Utara;1;0;0;0;1;0;0;0;1;0;1;1;0;2;2;Emerging Talent;;
416;Bekasi;Ya;Excel, SQL, Python, Power BI, Databases;Cari Kerja, Upskill, Switch Career;LinkedIn;Jawa Barat;1;0;1;1;1;1;0;1;0;1;1;0;1;5;3;High-Potential Talent;;
417;Sidoarjo;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Upskill, Networking;LinkedIn;Jawa Timur;1;0;1;1;1;1;1;1;1;0;1;1;0;7;2;High-Potential Talent;;
418;SIdoarjo;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Upskill;LinkedIn;Jawa Timur;1;0;1;1;1;1;1;1;1;0;1;0;0;7;1;High-Potential Talent;;
419;Surabaya;Ya;Excel, SQL, Python, Looker Studio, Tableau;Upskill, Networking, Switch Career;LinkedIn;Jawa Timur;1;0;1;1;1;0;1;0;1;0;1;1;1;5;3;High-Potential Talent;;
420;Jakarta Utara;Tidak;SQL, Python, Power BI, Databases;Upskill;LinkedIn;Jakarta;0;1;0;1;1;1;0;1;0;0;1;0;0;4;1;Job-Ready Talent;;
421;Jakarta Pusat;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jakarta;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
422;Depok;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Barat;0;1;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
423;Kalimantan Selatan;Tidak;Excel, SQL, Power BI, Databases;Upskill, Networking;LinkedIn;Kalimantan Selatan;0;1;1;1;0;1;0;1;0;0;1;1;0;4;2;Job-Ready Talent;;
424;Jakarta Selatan;Ya;Excel, SQL, Python, Power BI;Cari Kerja, Upskill, Switch Career;LinkedIn;Jakarta;1;0;1;1;1;1;0;0;0;1;1;0;1;4;3;Job-Ready Talent;;
425;Bekasi;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, R program ;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Barat;0;1;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
426;Kota Bekasi ;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill;Teman;Jawa Barat;0;1;1;1;1;1;1;1;1;1;1;0;0;7;2;High-Potential Talent;;
427;Banten;Ya;Excel, SQL, Python, Power BI, Databases;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Banten;1;0;1;1;1;1;0;1;0;1;1;1;1;5;4;High-Potential Talent;;
428;Tangerang;Ya;Python;Cari Kerja, Upskill, Networking;LinkedIn;Banten;1;0;0;0;1;0;0;0;0;1;1;1;0;1;3;Emerging Talent;;
429;BSD;Tidak;Excel, SQL, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Banten;0;1;1;1;0;0;1;1;1;1;1;1;1;5;4;High-Potential Talent;;
430;Jogja;Ya;SQL, Databases;Cari Kerja, Upskill, Networking;LinkedIn;DI Yogyakarta;1;0;0;1;0;0;0;1;0;1;1;1;0;2;3;Emerging Talent;;
431;pekanbaru;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Riau;0;1;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
432;Bandung;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja;LinkedIn;Jawa Barat;0;1;1;1;1;1;1;1;1;1;0;0;0;7;1;High-Potential Talent;;
433;Bandung;Tidak;Excel, SQL, Power BI, Looker Studio, Databases;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Barat;0;1;1;1;0;1;1;1;0;1;1;1;1;5;4;High-Potential Talent;;
434;Jakarta Selatan;Ya;Excel, SQL, Python, Power BI, Tableau;Upskill, Networking;LinkedIn;Jakarta;1;0;1;1;1;1;0;0;1;0;1;1;0;5;2;High-Potential Talent;;
435;Semarang;Ya;SQL, Python, Databases;Upskill, Networking;LinkedIn;Jawa Tengah;1;0;0;1;1;0;0;1;0;0;1;1;0;3;2;Job-Ready Talent;;
436;Klaten;Tidak;SQL, Python, Power BI, Databases, Data Engineering;Upskill, Networking;LinkedIn;Jawa Tengah;0;1;0;1;1;1;0;1;0;0;1;1;0;4;2;Job-Ready Talent;;
437;Tangerang;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, Kafka;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Banten;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
438;Sukabumi;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Barat;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
439;Depok;Tidak;Excel, SQL, Python, Power BI, Databases;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Barat;0;1;1;1;1;1;0;1;0;1;1;1;0;5;3;High-Potential Talent;;
440;Banyumas;Ya;Excel, SQL, Python, Databases;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Tengah;1;0;1;1;1;0;0;1;0;1;1;1;0;4;3;Job-Ready Talent;;
441;Jakarta;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Upskill, Networking;LinkedIn;Jakarta;0;1;1;1;1;1;1;1;1;0;1;1;0;7;2;High-Potential Talent;;
442;Jakarta;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, Pentaho;Cari Kerja, Upskill, Networking;LinkedIn;Jakarta;0;1;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
443;Surakarta ;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Tengah;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
444;Kalimantan Selatan;Ya;Excel, Databases;Cari Kerja, Upskill;LinkedIn;Kalimantan Selatan;1;0;1;0;0;0;0;1;0;1;1;0;0;2;2;Emerging Talent;;
445;Bogor;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Barat;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
446;Yogyakarta ;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;DI Yogyakarta;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
447;Banten;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Banten;0;1;1;1;1;1;1;0;1;1;1;1;0;6;3;High-Potential Talent;;
448;Tangerang;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, Data Science, Bigquery;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Banten;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
449;Bandung;Tidak;Python, Databases, Tableau;Switch Career;LinkedIn;Jawa Barat;0;1;0;0;1;0;0;1;1;0;0;0;1;3;1;Job-Ready Talent;;
450;Bogor;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Barat;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
451;Bandung;Tidak;SQL, Python, Databases;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Barat;0;1;0;1;1;0;0;1;0;1;1;1;0;3;3;Job-Ready Talent;;
452;Bandung;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, Python;Cari Kerja, Upskill, Networking, Switch Career;Teman;Jawa Barat;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
453;DI Yogyakarta;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Belum ada mapping;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
454;Yogyakarta;Ya;Power BI, Databases;Cari Kerja, Upskill, Networking;Teman;DI Yogyakarta;1;0;0;0;0;1;0;1;0;1;1;1;0;2;3;Emerging Talent;;
455;Cilacap;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Tengah;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
456;Karawang;Ya;Excel, SQL, Python, Power BI, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Barat;1;0;1;1;1;1;0;1;1;1;1;1;0;6;3;High-Potential Talent;;
457;salsafal, gang menukan II no.971, brontokusuman,mergangsan, yogyakarta;Tidak;SQL, Python, Looker Studio, Databases;Cari Kerja, Upskill, Networking, Switch Career;Teman;Belum ada mapping;0;1;0;1;1;0;1;1;0;1;1;1;1;4;4;Job-Ready Talent;;
458;Bogor;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Barat;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
459;Jakarta ;Tidak;Excel, SQL, Python, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jakarta;0;1;1;1;1;0;1;1;1;1;1;1;0;6;3;High-Potential Talent;;
460;Surabaya;Ya;Semua yg di atas ;Cari Kerja, Upskill, Networking, Switch Career;Teman;Jawa Timur;1;0;0;0;0;0;0;0;0;1;1;1;1;0;4;Emerging Talent;;
461;Jawa Tengah;Ya;SQL, Python, Power BI, Databases, Tableau, BigQuery, dbt, Airflow;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Tengah;1;0;0;1;1;1;0;1;1;1;1;1;0;5;3;High-Potential Talent;;
462;Serang;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Banten;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
463;Depok;Ya;Excel, SQL, Python, Databases;Upskill, Networking;LinkedIn;Jawa Barat;1;0;1;1;1;0;0;1;0;0;1;1;0;4;2;Job-Ready Talent;;
464;Surabaya;Ya;Excel, SQL, Python, Databases;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Timur;1;0;1;1;1;0;0;1;0;1;1;1;1;4;4;Job-Ready Talent;;
465;Jakarta;Ya;Excel, SQL, Python, Power BI, Looker Studio, Tableau;Switch Career;LinkedIn;Jakarta;1;0;1;1;1;1;1;0;1;0;0;0;1;6;1;High-Potential Talent;;
466;Bogor;Ya;Excel, Power BI, Databases;Cari Kerja, Upskill;Instagram;Jawa Barat;1;0;1;0;0;1;0;1;0;1;1;0;0;3;2;Job-Ready Talent;;
467;Palangkaraya;Tidak;SQL, Tableau;Upskill, Switch Career;LinkedIn;Kalimantan Tengah ;0;1;0;1;0;0;0;0;1;0;1;0;1;2;2;Emerging Talent;;
468;Medan;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Sumatera Utara;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
469;Bekasi;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Barat;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
470;Sragen;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Tengah;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
471;Jakarta;Ya;SQL, Python, Power BI, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jakarta;1;0;0;1;1;1;0;0;1;1;1;1;1;4;4;Job-Ready Talent;;
472;Bekasi ;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;Teman;Jawa Barat;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
473;Jakarta;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, Aiven;Cari Kerja, Upskill, Networking;LinkedIn;Jakarta;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
474;Jakarta Timur ;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jakarta;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
475;Garut;Tidak;Excel, SQL, Python, Power BI, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Barat;0;1;1;1;1;1;0;1;1;1;1;1;1;6;4;High-Potential Talent;;
476;Jakarta;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jakarta;0;1;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
477;Purwokerto;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Tengah;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
478;surabaya;Ya;Excel, SQL, Python, Looker Studio, Databases, Tableau;Upskill;LinkedIn;Jawa Timur;1;0;1;1;1;0;1;1;1;0;1;0;0;6;1;High-Potential Talent;;
479;Jakarta;Tidak;Excel, SQL, Python, Power BI, Databases, Tableau;Upskill, Networking;LinkedIn;Jakarta;0;1;1;1;1;1;0;1;1;0;1;1;0;6;2;High-Potential Talent;;
480;Malang ;Ya;Excel, SQL, Python, Power BI;Upskill;Teman;Jawa Timur;1;0;1;1;1;1;0;0;0;0;1;0;0;4;1;Job-Ready Talent;;
481;Tangerang ;Ya;Excel, Power BI, Looker Studio, Tableau;Upskill, Networking, Switch Career;LinkedIn;Banten;1;0;1;0;0;1;1;0;1;0;1;1;1;4;3;Job-Ready Talent;;
482;Jombang;Ya;Excel, SQL, Python, Databases, Tableau;Cari Kerja, Upskill, Networking;Instagram;Jawa Timur;1;0;1;1;1;0;0;1;1;1;1;1;0;5;3;High-Potential Talent;;
483;Jawa Timur ;Ya;Excel;Upskill;Teman;Jawa Timur;1;0;1;0;0;0;0;0;0;0;1;0;0;1;1;Emerging Talent;;
484;Banjarmasin;Ya;SQL, Python, Power BI;Cari Kerja, Upskill;LinkedIn;Kalimantan Selatan;1;0;0;1;1;1;0;0;0;1;1;0;0;3;2;Job-Ready Talent;;
485;Jakarta Pusat;Ya;Excel, SQL, Python, Power BI, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jakarta;1;0;1;1;1;1;0;0;1;1;1;1;0;5;3;High-Potential Talent;;
486;Jogja;Ya;SQL, Python, Power BI, Tableau;Upskill, Networking;Teman;DI Yogyakarta;1;0;0;1;1;1;0;0;1;0;1;1;0;4;2;Job-Ready Talent;;
487;Magelang;Tidak;Python, Power BI, Databases;Upskill, Networking, Switch Career;LinkedIn;Jawa Tengah;0;1;0;0;1;1;0;1;0;0;1;1;1;3;3;Job-Ready Talent;;
488;Kediri;Tidak;Excel, SQL, Python, Power BI;Cari Kerja, Networking;Instagram;Jawa Timur;0;1;1;1;1;1;0;0;0;1;0;1;0;4;2;Job-Ready Talent;;
489;Klaten;Tidak;Excel, SQL, Power BI, Tableau;Upskill;Instagram;Jawa Tengah;0;1;1;1;0;1;0;0;1;0;1;0;0;4;1;Job-Ready Talent;;
490;Rangkasbitung;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;Instagram;Banten;0;1;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
491;Malang;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Timur;0;1;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
492;Jakarta timur;Ya;Excel, Databases;Cari Kerja, Upskill;LinkedIn;Jakarta;1;0;1;0;0;0;0;1;0;1;1;0;0;2;2;Emerging Talent;;
493;Depok;Tidak;Excel, SQL, Python;Switch Career;LinkedIn;Jawa Barat;0;1;1;1;1;0;0;0;0;0;0;0;1;3;1;Job-Ready Talent;;
494;DKI Jakarta;Tidak;SQL, Python;Upskill, Networking;LinkedIn;Jakarta;0;1;0;1;1;0;0;0;0;0;1;1;0;2;2;Emerging Talent;;
495;DKI Jakarta ;Tidak;Excel, SQL, Python;Upskill, Networking;LinkedIn;Jakarta;0;1;1;1;1;0;0;0;0;0;1;1;0;3;2;Job-Ready Talent;;
496;Medan;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Sumatera Utara;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
497;Bekasi;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Barat;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
498;Makassar;Tidak;SQL, Python, Power BI, Looker Studio, Ingin belajar automasi update data;Upskill, Networking;LinkedIn;Sulawesi Selatan;0;1;0;1;1;1;1;0;0;0;1;1;0;4;2;Job-Ready Talent;;
499;Depok;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Barat;0;1;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
500;DEPOK;Tidak;SQL, Python, Power BI, Looker Studio, Tableau;Upskill, Networking, Switch Career;LinkedIn;Jawa Barat;0;1;0;1;1;1;1;0;1;0;1;1;1;5;3;High-Potential Talent;;
501;Jawa Timur;Ya;Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Timur;1;0;0;0;0;1;1;1;1;1;1;1;1;4;4;Job-Ready Talent;;
502;Klaten;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Upskill, Networking;LinkedIn;Jawa Tengah;1;0;1;1;1;1;1;1;1;0;1;1;0;7;2;High-Potential Talent;;
503;Tangerang;Ya;Excel, SQL, Power BI, Databases, Tableau;Cari Kerja, Switch Career;LinkedIn;Banten;1;0;1;1;0;1;0;1;1;1;0;0;1;5;2;High-Potential Talent;;
504;Surabaya;Tidak;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Switch Career;LinkedIn;Jawa Timur;0;1;1;1;1;1;1;1;1;0;0;0;1;7;1;High-Potential Talent;;
505;Bogor;Tidak;Excel, SQL, Python, Power BI, Databases;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Barat;0;1;1;1;1;1;0;1;0;1;1;1;0;5;3;High-Potential Talent;;
506;Sulawesi Selatan;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Sulawesi Selatan;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
507;Medan;Ya;Excel, SQL, Python, Power BI, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Sumatera Utara;1;0;1;1;1;1;0;0;1;1;1;1;0;5;3;High-Potential Talent;;
508;Pekanbaru;Ya;Excel, Power BI;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Riau;1;0;1;0;0;1;0;0;0;1;1;1;1;2;4;Emerging Talent;;
509;Kota Bengkulu;Ya;Excel, SQL, Python, Looker Studio, Databases;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Bengkulu;1;0;1;1;1;0;1;1;0;1;1;1;1;5;4;High-Potential Talent;;
510;Surabaya;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking, Switch Career;LinkedIn;Jawa Timur;1;0;1;1;1;1;1;1;1;1;1;1;1;7;4;High-Potential Talent;;
511;Depok;Ya;Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, R;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Barat;1;0;1;1;1;1;1;1;1;1;1;1;0;7;3;High-Potential Talent;;
512;Kalimantan Barat;Ya;Excel, Looker Studio;Cari Kerja, Upskill, Networking;LinkedIn;Kalimantan Barat;1;0;1;0;0;0;1;0;0;1;1;1;0;2;3;Emerging Talent;;
513;Bandung;Ya;SQL, Power BI, Looker Studio, Databases, Tableau;Cari Kerja, Upskill, Networking;LinkedIn;Jawa Barat;1;0;0;1;0;1;1;1;1;1;1;1;0;5;3;High-Potential Talent;;
